SN,MN,VC,Purchase-Price
Sa1650257470876,SM-S9080,SaSM-S9080256Sk,38900
Sa0407919755487,SM-S9080,SaSM-S9080256Sk,38900
Sa9316104694157,SM-S9080,SaSM-S9080256Sk,38900
Sa5862270773840,SM-S9080,SaSM-S9080256Bo,38900
Sa7433040999731,SM-S9080,SaSM-S9080256Bo,38900
Sa0962099448426,SM-S9080,SaSM-S9080256Bo,38900
Sa9532667407996,SM-S9080,SaSM-S9080256Bo,38900
Sa3046784185389,SM-S9080,SaSM-S9080256Bo,38900
Sa6392230653051,SM-S9080,SaSM-S9080256Bo,38900
Sa6005595583970,SM-S9080,SaSM-S9080256Bo,38900
Sa8175094623603,SM-S9080,SaSM-S9080256Bo,38900
Sa4658765395447,SM-S9080,SaSM-S9080256Bo,38900
Sa3841335914398,SM-S9080,SaSM-S9080256Bo,38900
Sa9970351186626,SM-S9080,SaSM-S9080256Bo,38900
Sa1238252536790,SM-S9080,SaSM-S9080256Bo,38900
Sa5740940927315,SM-S9080,SaSM-S9080256Bo,38900
Sa6284898742584,SM-S9080,SaSM-S9080256Bo,38900
Sa0452680061374,SM-S9080,SaSM-S9080256Bo,38900
Sa2867510978602,SM-S9080,SaSM-S9080256Bo,38900
Sa1949595551058,SM-S9080,SaSM-S9080256Bo,38900
Sa2032814202397,SM-S9080,SaSM-S9080256Bo,38900
Sa4316317982749,SM-S9080,SaSM-S9080256Bo,38900
Sa4294596088191,SM-S9080,SaSM-S9080256Bo,38900
Sa5665908661871,SM-S9080,SaSM-S9080256Bo,38900
Sa2091311925342,SM-S9080,SaSM-S9080256Bo,38900
Sa2067717237931,SM-S9080,SaSM-S9080256Bo,38900
Sa3793697231197,SM-S9080,SaSM-S9080256Bo,38900
Sa3254822232863,SM-S9080,SaSM-S9080256Bo,38900
Sa4286963996084,SM-S9080,SaSM-S9080256Bo,38900
Sa4303378223178,SM-S9080,SaSM-S9080256Bo,38900
Sa5228388384067,SM-S9080,SaSM-S9080256Bo,38900
Sa6315533672285,SM-S9080,SaSM-S9080256Bo,38900
Sa8697325703040,SM-S9080,SaSM-S9080256Bo,38900
Sa9900689896722,SM-S9080,SaSM-S9080256Bo,38900
Sa3793378925511,SM-S9080,SaSM-S9080256Bo,38900
Sa7472798900531,SM-S9080,SaSM-S9080256Bo,38900
Sa9352213650138,SM-S9080,SaSM-S9080256Bo,38900
Sa1082157312141,SM-S9080,SaSM-S9080256Bo,38900
Sa6693099270675,SM-S9080,SaSM-S9080256Bo,38900
Sa2953189472156,SM-S9080,SaSM-S9080256Bo,38900
Sa9256126267852,SM-S9080,SaSM-S9080256Bo,38900
Sa7897192559068,SM-S9080,SaSM-S9080256Bo,38900
Sa8763720394269,SM-S9080,SaSM-S9080256Bo,38900
Sa8791389648891,SM-S9080,SaSM-S9080256Bo,38900
Sa8973174827667,SM-S9080,SaSM-S9080256Bo,38900
Sa6039610418029,SM-S9080,SaSM-S9080256Bo,38900
Sa6784095410968,SM-S9080,SaSM-S9080256Bo,38900
Sa5660289131570,SM-S9080,SaSM-S9080256Bo,38900
Sa2747920740980,SM-S9080,SaSM-S9080256Bo,38900
Sa2092058554660,SM-S9080,SaSM-S9080256Bo,38900
Sa6883739158726,SM-S9080,SaSM-S9080256Bo,38900
Sa7740677522466,SM-S9080,SaSM-S9080256Bo,38900
Sa2015698580422,SM-S9080,SaSM-S9080256Bo,38900
Sa4565283253697,SM-S9080,SaSM-S9080512Ph,42900
Sa0984235936319,SM-S9080,SaSM-S9080512Ph,42900
Sa5051523430847,SM-S9080,SaSM-S9080512Ph,42900
Sa4125706178725,SM-S9080,SaSM-S9080512Ph,42900
Sa2169261539971,SM-S9080,SaSM-S9080512Ph,42900
Sa3665275117383,SM-S9080,SaSM-S9080512Ph,42900
Sa1948192331121,SM-S9080,SaSM-S9080512Ph,42900
Sa9861344675166,SM-S9080,SaSM-S9080512Ph,42900
Sa6739505794198,SM-S9080,SaSM-S9080512Ph,42900
Sa5137933623497,SM-S9080,SaSM-S9080512Ph,42900
Sa2343527664471,SM-S9080,SaSM-S9080512Ph,42900
Sa9371547245742,SM-S9080,SaSM-S9080512Ph,42900
Sa1317077749215,SM-S9080,SaSM-S9080512Ph,42900
Sa4821958768465,SM-S9080,SaSM-S9080512Ph,42900
Sa6779459149101,SM-S9080,SaSM-S9080512Ph,42900
Sa1020299156243,SM-S9080,SaSM-S9080512Ph,42900
Sa5594378017930,SM-S9080,SaSM-S9080512Ph,42900
Sa7090230668559,SM-S9080,SaSM-S9080512Ph,42900
Sa7598789162313,SM-S9080,SaSM-S9080512Ph,42900
Sa2503302293215,SM-S9080,SaSM-S9080512Ph,42900
Sa2691142867329,SM-S9080,SaSM-S9080512Ph,42900
Sa4388761495662,SM-S9080,SaSM-S9080512Ph,42900
Sa3986900042644,SM-S9080,SaSM-S9080512Ph,42900
Sa1751163390934,SM-S9080,SaSM-S9080512Ph,42900
Sa8151862285982,SM-S9080,SaSM-S9080512Ph,42900
Sa1845366452798,SM-S9080,SaSM-S9080512Ph,42900
Sa0895028793033,SM-S9080,SaSM-S9080512Ph,42900
Sa1430583856519,SM-S9080,SaSM-S9080512Ph,42900
Sa4457547942540,SM-S9080,SaSM-S9080512Ph,42900
Sa3096007358078,SM-S9080,SaSM-S9080512Ph,42900
Sa0201181622161,SM-S9080,SaSM-S9080512Ph,42900
Sa4092859560064,SM-S9080,SaSM-S9080512Ph,42900
Sa4028660338581,SM-S9080,SaSM-S9080512Ph,42900
Sa0910198077614,SM-S9080,SaSM-S9080512Ph,42900
Sa3297707084089,SM-S9080,SaSM-S9080512Ph,42900
Sa8272419605925,SM-S9080,SaSM-S9080512Ph,42900
Sa9013621098358,SM-S9080,SaSM-S9080512Ph,42900
Sa5782072291331,SM-S9080,SaSM-S9080512Ph,42900
Sa8909784589230,SM-S9080,SaSM-S9080512Ph,42900
Sa0338795929617,SM-S9080,SaSM-S9080512Ph,42900
Sa2133920488026,SM-S9080,SaSM-S9080512Ph,42900
Sa5524082141727,SM-S9080,SaSM-S9080512Ph,42900
Sa2510057936752,SM-S9080,SaSM-S9080512Ph,42900
Sa2223748101585,SM-S9080,SaSM-S9080512Ph,42900
Sa3370764993684,SM-S9080,SaSM-S9080512Ph,42900
Sa9858028844792,SM-S9080,SaSM-S9080512Ph,42900
Sa2797657529485,SM-S9080,SaSM-S9080512Ph,42900
Sa7270374860720,SM-S9080,SaSM-S9080512Ph,42900
Sa1920374875524,SM-S9080,SaSM-S9080512Ph,42900
Sa9884002399618,SM-S9080,SaSM-S9080512Ph,42900
Sa5076795870783,SM-S9080,SaSM-S9080512Wh,42900
Sa4723726589679,SM-S9080,SaSM-S9080512Wh,42900
Sa0223072563464,SM-S9080,SaSM-S9080512Wh,42900
Sa4766951375959,SM-S9080,SaSM-S9080512Wh,42900
Sa4761785941370,SM-S9080,SaSM-S9080512Wh,42900
Sa4994171190711,SM-S9080,SaSM-S9080512Wh,42900
Sa8024869688282,SM-S9080,SaSM-S9080512Wh,42900
Sa3066563589122,SM-S9080,SaSM-S9080512Wh,42900
Sa0550791814032,SM-S9080,SaSM-S9080512Wh,42900
Sa1823195312306,SM-S9080,SaSM-S9080512Wh,42900
Sa6240109609390,SM-S9080,SaSM-S9080512Wh,42900
Sa8417717759398,SM-S9080,SaSM-S9080512Wh,42900
Sa0796730553209,SM-S9080,SaSM-S9080512Wh,42900
Sa4462718690630,SM-S9080,SaSM-S9080512Wh,42900
Sa6221800748468,SM-S9080,SaSM-S9080512Wh,42900
Sa4415326078848,SM-S9080,SaSM-S9080512Wh,42900
Sa5093905345811,SM-S9080,SaSM-S9080512Wh,42900
Sa2732033118241,SM-S9080,SaSM-S9080512Wh,42900
Sa6943350679114,SM-S9080,SaSM-S9080512Wh,42900
Sa9897767509361,SM-S9080,SaSM-S9080512Wh,42900
Sa0440224868841,SM-S9080,SaSM-S9080512Wh,42900
Sa9976713195354,SM-S9080,SaSM-S9080512Wh,42900
Sa1877524251586,SM-S9080,SaSM-S9080512Wh,42900
Sa1301525607667,SM-S9080,SaSM-S9080512Wh,42900
Sa4350769481791,SM-S9080,SaSM-S9080512Wh,42900
Sa4620040965403,SM-S9080,SaSM-S9080512Wh,42900
Sa2352702130715,SM-S9080,SaSM-S9080512Wh,42900
Sa6021704241413,SM-S9080,SaSM-S9080512Wh,42900
Sa3381595941868,SM-S9080,SaSM-S9080512Wh,42900
Sa2930664033513,SM-S9080,SaSM-S9080512Wh,42900
Sa7121064133603,SM-S9080,SaSM-S9080512Wh,42900
Sa4755848200103,SM-S9080,SaSM-S9080512Wh,42900
Sa8314006772308,SM-S9080,SaSM-S9080512Wh,42900
Sa8321468103661,SM-S9080,SaSM-S9080512Wh,42900
Sa4801011404823,SM-S9080,SaSM-S9080512Wh,42900
Sa7181376921877,SM-S9080,SaSM-S9080512Wh,42900
Sa9526016756535,SM-S9080,SaSM-S9080512Wh,42900
Sa8476898026708,SM-S9080,SaSM-S9080512Wh,42900
Sa1465328478578,SM-S9080,SaSM-S9080512Wh,42900
Sa5734239402558,SM-S9080,SaSM-S9080512Wh,42900
Sa9444048080940,SM-S9080,SaSM-S9080512Wh,42900
Sa8363595808261,SM-S9080,SaSM-S9080512Wh,42900
Sa6754993945436,SM-S9080,SaSM-S9080512Wh,42900
Sa0579842053672,SM-S9080,SaSM-S9080512Wh,42900
Sa9424515434912,SM-S9080,SaSM-S9080512Wh,42900
Sa7251028629652,SM-S9080,SaSM-S9080512Wh,42900
Sa9396685535373,SM-S9080,SaSM-S9080512Wh,42900
Sa6738280802994,SM-S9080,SaSM-S9080512Wh,42900
Sa2826335311780,SM-S9080,SaSM-S9080512Wh,42900
Sa3709178888002,SM-S9080,SaSM-S9080512Wh,42900
Sa0789135454563,SM-S9080,SaSM-S9080512Bu,42900
Sa3652039441559,SM-S9080,SaSM-S9080512Bu,42900
Sa0803511001207,SM-S9080,SaSM-S9080512Bu,42900
Sa5359535250101,SM-S9080,SaSM-S9080512Bu,42900
Sa2826566707352,SM-S9080,SaSM-S9080512Bu,42900
Sa5422818854608,SM-S9080,SaSM-S9080512Bu,42900
Sa2196991278991,SM-S9080,SaSM-S9080512Bu,42900
Sa5832693661437,SM-S9080,SaSM-S9080512Bu,42900
Sa1122490979950,SM-S9080,SaSM-S9080512Bu,42900
Sa7103049430413,SM-S9080,SaSM-S9080512Bu,42900
Sa7524336948151,SM-S9080,SaSM-S9080512Bu,42900
Sa2375166488256,SM-S9080,SaSM-S9080512Bu,42900
Sa8939940598158,SM-S9080,SaSM-S9080512Bu,42900
Sa3652874599771,SM-S9080,SaSM-S9080512Bu,42900
Sa7117524871134,SM-S9080,SaSM-S9080512Bu,42900
Sa4539305258943,SM-S9080,SaSM-S9080512Bu,42900
Sa9403610291961,SM-S9080,SaSM-S9080512Bu,42900
Sa3564936189689,SM-S9080,SaSM-S9080512Bu,42900
Sa8825796712309,SM-S9080,SaSM-S9080512Bu,42900
Sa2616215231600,SM-S9080,SaSM-S9080512Bu,42900
Sa4514701793188,SM-S9080,SaSM-S9080512Bu,42900
Sa7045869249706,SM-S9080,SaSM-S9080512Bu,42900
Sa6119691601742,SM-S9080,SaSM-S9080512Bu,42900
Sa9889932193911,SM-S9080,SaSM-S9080512Bu,42900
Sa6792375559528,SM-S9080,SaSM-S9080512Bu,42900
Sa5047530069530,SM-S9080,SaSM-S9080512Bu,42900
Sa8850886024997,SM-S9080,SaSM-S9080512Bu,42900
Sa1579121800248,SM-S9080,SaSM-S9080512Bu,42900
Sa9948941097358,SM-S9080,SaSM-S9080512Bu,42900
Sa1737479963578,SM-S9080,SaSM-S9080512Bu,42900
Sa6802159169730,SM-S9080,SaSM-S9080512Bu,42900
Sa5021302551819,SM-S9080,SaSM-S9080512Bu,42900
Sa5985414149974,SM-S9080,SaSM-S9080512Bu,42900
Sa8837849261121,SM-S9080,SaSM-S9080512Bu,42900
Sa5010010642630,SM-S9080,SaSM-S9080512Bu,42900
Sa5193545564637,SM-S9080,SaSM-S9080512Bu,42900
Sa9622444808630,SM-S9080,SaSM-S9080512Bu,42900
Sa5432561938066,SM-S9080,SaSM-S9080512Bu,42900
Sa0038680091981,SM-S9080,SaSM-S9080512Bu,42900
Sa4272697705653,SM-S9080,SaSM-S9080512Bu,42900
Sa3197325684885,SM-S9080,SaSM-S9080512Bu,42900
Sa0780900961201,SM-S9080,SaSM-S9080512Bu,42900
Sa8415587906147,SM-S9080,SaSM-S9080512Bu,42900
Sa2198287079210,SM-S9080,SaSM-S9080512Bu,42900
Sa1407330961990,SM-S9080,SaSM-S9080512Bu,42900
Sa9404413752211,SM-S9080,SaSM-S9080512Bu,42900
Sa7884883420903,SM-S9080,SaSM-S9080512Bu,42900
Sa5229797672618,SM-S9080,SaSM-S9080512Bu,42900
Sa8500802513516,SM-S9080,SaSM-S9080512Bu,42900
Sa8633449487280,SM-S9080,SaSM-S9080512Bu,42900
Sa5180747613552,SM-S9080,SaSM-S9080512Gr,42900
Sa1898912938727,SM-S9080,SaSM-S9080512Gr,42900
Sa1593170339547,SM-S9080,SaSM-S9080512Gr,42900
Sa8776360083703,SM-S9080,SaSM-S9080512Gr,42900
Sa2614951192696,SM-S9080,SaSM-S9080512Gr,42900
Sa9612001585685,SM-S9080,SaSM-S9080512Gr,42900
Sa4375932621084,SM-S9080,SaSM-S9080512Gr,42900
Sa9750671591527,SM-S9080,SaSM-S9080512Gr,42900
Sa0807725890042,SM-S9080,SaSM-S9080512Gr,42900
Sa1853452591852,SM-S9080,SaSM-S9080512Gr,42900
Sa3487050635448,SM-S9080,SaSM-S9080512Gr,42900
Sa5440437359821,SM-S9080,SaSM-S9080512Gr,42900
Sa2868128936700,SM-S9080,SaSM-S9080512Gr,42900
Sa4119333434371,SM-S9080,SaSM-S9080512Gr,42900
Sa3899675146506,SM-S9080,SaSM-S9080512Gr,42900
Sa8876705770260,SM-S9080,SaSM-S9080512Gr,42900
Sa7991975654983,SM-S9080,SaSM-S9080512Gr,42900
Sa3099983616278,SM-S9080,SaSM-S9080512Gr,42900
Sa4259823107651,SM-S9080,SaSM-S9080512Gr,42900
Sa9188800465398,SM-S9080,SaSM-S9080512Gr,42900
Sa7274293121593,SM-S9080,SaSM-S9080512Gr,42900
Sa6370668124791,SM-S9080,SaSM-S9080512Gr,42900
Sa1367780861735,SM-S9080,SaSM-S9080512Gr,42900
Sa0511477490499,SM-S9080,SaSM-S9080512Gr,42900
Sa2776118367172,SM-S9080,SaSM-S9080512Gr,42900
Sa3763060496784,SM-S9080,SaSM-S9080512Gr,42900
Sa4271666093059,SM-S9080,SaSM-S9080512Gr,42900
Sa3376423308779,SM-S9080,SaSM-S9080512Gr,42900
Sa1704532896306,SM-S9080,SaSM-S9080512Gr,42900
Sa1425389625416,SM-S9080,SaSM-S9080512Gr,42900
Sa1355960975915,SM-S9080,SaSM-S9080512Gr,42900
Sa1113465897074,SM-S9080,SaSM-S9080512Gr,42900
Sa2883729937733,SM-S9080,SaSM-S9080512Gr,42900
Sa8132410085392,SM-S9080,SaSM-S9080512Gr,42900
Sa9597564986769,SM-S9080,SaSM-S9080512Gr,42900
Sa2518244527830,SM-S9080,SaSM-S9080512Gr,42900
Sa3397096591019,SM-S9080,SaSM-S9080512Gr,42900
Sa2449092370727,SM-S9080,SaSM-S9080512Gr,42900
Sa0894581728979,SM-S9080,SaSM-S9080512Gr,42900
Sa4182388625156,SM-S9080,SaSM-S9080512Gr,42900
Sa0085238933397,SM-S9080,SaSM-S9080512Gr,42900
Sa1093340414530,SM-S9080,SaSM-S9080512Gr,42900
Sa7795387475326,SM-S9080,SaSM-S9080512Gr,42900
Sa6344699342488,SM-S9080,SaSM-S9080512Gr,42900
Sa8938954724939,SM-S9080,SaSM-S9080512Gr,42900
Sa5918148515269,SM-S9080,SaSM-S9080512Gr,42900
Sa7297390985778,SM-S9080,SaSM-S9080512Gr,42900
Sa7551231767462,SM-S9080,SaSM-S9080512Gr,42900
Sa0415015093001,SM-S9080,SaSM-S9080512Gr,42900
Sa6215803852090,SM-S9080,SaSM-S9080512Gr,42900
Sa9093754323478,SM-S9080,SaSM-S9080512Gr,42900
Sa7323517961583,SM-S9080,SaSM-S9080512Gr,42900
Sa0670335559961,SM-S9080,SaSM-S9080512Gr,42900
Sa7387891930546,SM-S9080,SaSM-S9080512Gr,42900
Sa2686524054913,SM-S9080,SaSM-S9080512Gr,42900
Sa5515294663872,SM-S9080,SaSM-S9080512Gr,42900
Sa5823457663684,SM-S9080,SaSM-S9080512Gr,42900
Sa3677672202316,SM-S9080,SaSM-S9080512Gr,42900
Sa3842088544734,SM-S9080,SaSM-S9080512Gr,42900
Sa3787779686002,SM-S9080,SaSM-S9080512Gr,42900
Sa0836536067420,SM-S9080,SaSM-S9080512Gr,42900
Sa1716066596750,SM-S9080,SaSM-S9080512Gr,42900
Sa5280793705236,SM-S9080,SaSM-S9080512Gr,42900
Sa0841399843149,SM-S9080,SaSM-S9080512Gr,42900
Sa3032836798427,SM-S9080,SaSM-S9080512Gr,42900
Sa1940387409980,SM-S9080,SaSM-S9080512Gr,42900
Sa9492032424345,SM-S9080,SaSM-S9080512Gr,42900
Sa7199321216833,SM-S9080,SaSM-S9080512Gr,42900
Sa5053496697262,SM-S9080,SaSM-S9080512Gr,42900
Sa4877106114911,SM-S9080,SaSM-S9080512Gr,42900
Sa6591373031076,SM-S9080,SaSM-S9080512Gr,42900
Sa8213662770894,SM-S9080,SaSM-S9080512Gr,42900
Sa5080028567684,SM-S9080,SaSM-S9080512Gr,42900
Sa4423072520278,SM-S9080,SaSM-S9080512Gr,42900
Sa5670634732408,SM-S9080,SaSM-S9080512Gr,42900
Sa8982692988008,SM-S9080,SaSM-S9080512Gr,42900
Sa7666298929064,SM-S9080,SaSM-S9080512Gr,42900
Sa6662705420798,SM-S9080,SaSM-S9080512Gr,42900
Sa0194772447662,SM-S9080,SaSM-S9080512Gr,42900
Sa8392736793873,SM-S9080,SaSM-S9080512Gr,42900
Sa5603993151194,SM-S9080,SaSM-S9080512Gr,42900
Sa3405481873121,SM-S9080,SaSM-S9080512Gr,42900
Sa8795918157747,SM-S9080,SaSM-S9080512Gr,42900
Sa6487240830265,SM-S9080,SaSM-S9080512Gr,42900
Sa4147993798691,SM-S9080,SaSM-S9080512Gr,42900
Sa7347598654995,SM-S9080,SaSM-S9080512Gr,42900
Sa0502503862201,SM-S9080,SaSM-S9080512Gr,42900
Sa0354588856727,SM-S9080,SaSM-S9080512Gr,42900
Sa2314502691411,SM-S9080,SaSM-S9080512Gr,42900
Sa8012353903059,SM-S9080,SaSM-S9080512Gr,42900
Sa4789299085745,SM-S9080,SaSM-S9080512Gr,42900
Sa6770608231340,SM-S9080,SaSM-S9080512Gr,42900
Sa7614314611238,SM-S9080,SaSM-S9080512Gr,42900
Sa2464962472271,SM-S9080,SaSM-S9080512Gr,42900
Sa5539577794514,SM-S9080,SaSM-S9080512Gr,42900
Sa8775254817378,SM-S9080,SaSM-S9080512Gr,42900
Sa3964605716451,SM-S9080,SaSM-S9080512Gr,42900
Sa4648563059432,SM-S9080,SaSM-S9080512Gr,42900
Sa9714075558676,SM-S9080,SaSM-S9080512Gr,42900
Sa8920446456212,SM-S9080,SaSM-S9080512Gr,42900
Sa7152620839479,SM-S9080,SaSM-S9080512Re,42900
Sa1898166724870,SM-S9080,SaSM-S9080512Re,42900
Sa5920236938946,SM-S9080,SaSM-S9080512Re,42900
Sa7871395354570,SM-S9080,SaSM-S9080512Re,42900
Sa2428155879403,SM-S9080,SaSM-S9080512Re,42900
Sa5858415978436,SM-S9080,SaSM-S9080512Re,42900
Sa4798257054614,SM-S9080,SaSM-S9080512Re,42900
Sa3967533015635,SM-S9080,SaSM-S9080512Re,42900
Sa3237792977278,SM-S9080,SaSM-S9080512Re,42900
Sa2888474233884,SM-S9080,SaSM-S9080512Re,42900
Sa1047039128859,SM-S9080,SaSM-S9080512Re,42900
Sa9361727329852,SM-S9080,SaSM-S9080512Re,42900
Sa4564929962969,SM-S9080,SaSM-S9080512Re,42900
Sa8937484726967,SM-S9080,SaSM-S9080512Re,42900
Sa3001443102904,SM-S9080,SaSM-S9080512Re,42900
Sa7302495002441,SM-S9080,SaSM-S9080512Re,42900
Sa9726529434867,SM-S9080,SaSM-S9080512Re,42900
Sa3162539472812,SM-S9080,SaSM-S9080512Re,42900
Sa8909882615182,SM-S9080,SaSM-S9080512Re,42900
Sa4251032420771,SM-S9080,SaSM-S9080512Re,42900
Sa1927591564371,SM-S9080,SaSM-S9080512Re,42900
Sa6577704313214,SM-S9080,SaSM-S9080512Re,42900
Sa8279116178028,SM-S9080,SaSM-S9080512Re,42900
Sa5036122200957,SM-S9080,SaSM-S9080512Re,42900
Sa7588724486402,SM-S9080,SaSM-S9080512Re,42900
Sa1652669078417,SM-S9080,SaSM-S9080512Re,42900
Sa0796454280205,SM-S9080,SaSM-S9080512Re,42900
Sa4788906082759,SM-S9080,SaSM-S9080512Re,42900
Sa5114835817899,SM-S9080,SaSM-S9080512Re,42900
Sa0412613464745,SM-S9080,SaSM-S9080512Re,42900
Sa4994166271858,SM-S9080,SaSM-S9080512Re,42900
Sa5860493420752,SM-S9080,SaSM-S9080512Re,42900
Sa9114825107157,SM-S9080,SaSM-S9080512Re,42900
Sa5954398933444,SM-S9080,SaSM-S9080512Re,42900
Sa5962419713495,SM-S9080,SaSM-S9080512Re,42900
Sa4584263993465,SM-S9080,SaSM-S9080512Re,42900
Sa4344805371183,SM-S9080,SaSM-S9080512Re,42900
Sa3857737000395,SM-S9080,SaSM-S9080512Re,42900
Sa2953775644065,SM-S9080,SaSM-S9080512Re,42900
Sa2534886955038,SM-S9080,SaSM-S9080512Re,42900
Sa9285665349149,SM-S9080,SaSM-S9080512Re,42900
Sa3206137963491,SM-S9080,SaSM-S9080512Re,42900
Sa5411146865325,SM-S9080,SaSM-S9080512Re,42900
Sa8073718989188,SM-S9080,SaSM-S9080512Re,42900
Sa0875583418711,SM-S9080,SaSM-S9080512Re,42900
Sa7053833351867,SM-S9080,SaSM-S9080512Re,42900
Sa1623574259567,SM-S9080,SaSM-S9080512Re,42900
Sa0862133727157,SM-S9080,SaSM-S9080512Re,42900
Sa0101768173509,SM-S9080,SaSM-S9080512Re,42900
Sa2159541061887,SM-S9080,SaSM-S9080512Re,42900
Sa0462047517159,SM-S9080,SaSM-S9080512Sk,42900
Sa7401563454412,SM-S9080,SaSM-S9080512Sk,42900
Sa1390034508487,SM-S9080,SaSM-S9080512Sk,42900
Sa5437881766235,SM-S9080,SaSM-S9080512Sk,42900
Sa3615964160443,SM-S9080,SaSM-S9080512Sk,42900
Sa4633734637327,SM-S9080,SaSM-S9080512Sk,42900
Sa7707976359718,SM-S9080,SaSM-S9080512Sk,42900
Sa9339810103574,SM-S9080,SaSM-S9080512Sk,42900
Sa0423095990937,SM-S9080,SaSM-S9080512Sk,42900
Sa9826561790375,SM-S9080,SaSM-S9080512Sk,42900
Sa7464710633548,SM-S9080,SaSM-S9080512Sk,42900
Sa5260724955044,SM-S9080,SaSM-S9080512Sk,42900
Sa3054602102084,SM-S9080,SaSM-S9080512Sk,42900
Sa8816619415475,SM-S9080,SaSM-S9080512Sk,42900
Sa6764893834938,SM-S9080,SaSM-S9080512Sk,42900
Sa3506379489280,SM-S9080,SaSM-S9080512Sk,42900
Sa8635437174393,SM-S9080,SaSM-S9080512Sk,42900
Sa8683152165256,SM-S9080,SaSM-S9080512Sk,42900
Sa8081369319515,SM-S9080,SaSM-S9080512Sk,42900
Sa4138718713141,SM-S9080,SaSM-S9080512Sk,42900
Sa4494170645085,SM-S9080,SaSM-S9080512Sk,42900
Sa4635420727631,SM-S9080,SaSM-S9080512Sk,42900
Sa0951274550756,SM-S9080,SaSM-S9080512Sk,42900
Sa3573494209556,SM-S9080,SaSM-S9080512Sk,42900
Sa1270871499269,SM-S9080,SaSM-S9080512Sk,42900
Sa9566108059700,SM-S9080,SaSM-S9080512Sk,42900
Sa4875328374616,SM-S9080,SaSM-S9080512Sk,42900
Sa0623397692871,SM-S9080,SaSM-S9080512Sk,42900
Sa5517310126853,SM-S9080,SaSM-S9080512Sk,42900
Sa5067684808131,SM-S9080,SaSM-S9080512Sk,42900
Sa3092816179611,SM-S9080,SaSM-S9080512Sk,42900
Sa1421198415872,SM-S9080,SaSM-S9080512Sk,42900
Sa7537157577932,SM-S9080,SaSM-S9080512Sk,42900
Sa3957182231221,SM-S9080,SaSM-S9080512Sk,42900
Sa4983201538624,SM-S9080,SaSM-S9080512Sk,42900
Sa2945842224380,SM-S9080,SaSM-S9080512Sk,42900
Sa2577342293960,SM-S9080,SaSM-S9080512Sk,42900
Sa7912683291165,SM-S9080,SaSM-S9080512Sk,42900
Sa8299833065172,SM-S9080,SaSM-S9080512Sk,42900
Sa8839807417348,SM-S9080,SaSM-S9080512Sk,42900
Sa4596821267134,SM-S9080,SaSM-S9080512Sk,42900
Sa4356735432760,SM-S9080,SaSM-S9080512Sk,42900
Sa4767164079210,SM-S9080,SaSM-S9080512Sk,42900
Sa2978204638964,SM-S9080,SaSM-S9080512Sk,42900
Sa5947949268960,SM-S9080,SaSM-S9080512Sk,42900
Sa7503266932993,SM-S9080,SaSM-S9080512Sk,42900
Sa7028455839912,SM-S9080,SaSM-S9080512Sk,42900
Sa1020630791516,SM-S9080,SaSM-S9080512Sk,42900
Sa0601135573283,SM-S9080,SaSM-S9080512Sk,42900
Sa1134659500007,SM-S9080,SaSM-S9080512Sk,42900
Sa6507854004491,SM-S9080,SaSM-S9080512Bo,42900
Sa0692212061121,SM-S9080,SaSM-S9080512Bo,42900
Sa1476556677783,SM-S9080,SaSM-S9080512Bo,42900
Sa8035845193340,SM-S9080,SaSM-S9080512Bo,42900
Sa4414494270636,SM-S9080,SaSM-S9080512Bo,42900
Sa6851551524772,SM-S9080,SaSM-S9080512Bo,42900
Sa2355623724770,SM-S9080,SaSM-S9080512Bo,42900
Sa3643223004443,SM-S9080,SaSM-S9080512Bo,42900
Sa9169454073577,SM-S9080,SaSM-S9080512Bo,42900
Sa0668441490218,SM-S9080,SaSM-S9080512Bo,42900
Sa2860036173773,SM-S9080,SaSM-S9080512Bo,42900
Sa1729205437429,SM-S9080,SaSM-S9080512Bo,42900
Sa7826156442865,SM-S9080,SaSM-S9080512Bo,42900
Sa5105446888150,SM-S9080,SaSM-S9080512Bo,42900
Sa0081782679800,SM-S9080,SaSM-S9080512Bo,42900
Sa7665536036375,SM-S9080,SaSM-S9080512Bo,42900
Sa6429974428237,SM-S9080,SaSM-S9080512Bo,42900
Sa1197455432099,SM-S9080,SaSM-S9080512Bo,42900
Sa2695678014306,SM-S9080,SaSM-S9080512Bo,42900
Sa0422927419962,SM-S9080,SaSM-S9080512Bo,42900
Sa7709623618151,SM-S9080,SaSM-S9080512Bo,42900
Sa1745679245477,SM-S9080,SaSM-S9080512Bo,42900
Sa7736703178083,SM-S9080,SaSM-S9080512Bo,42900
Sa8551622585369,SM-S9080,SaSM-S9080512Bo,42900
Sa2685159652177,SM-S9080,SaSM-S9080512Bo,42900
Sa3673627775863,SM-S9080,SaSM-S9080512Bo,42900
Sa7811665917333,SM-S9080,SaSM-S9080512Bo,42900
Sa4783129397604,SM-S9080,SaSM-S9080512Bo,42900
Sa1717769042925,SM-S9080,SaSM-S9080512Bo,42900
Sa9058435936662,SM-S9080,SaSM-S9080512Bo,42900
Sa1325286265683,SM-S9080,SaSM-S9080512Bo,42900
Sa3512401625562,SM-S9080,SaSM-S9080512Bo,42900
Sa0409939070658,SM-S9080,SaSM-S9080512Bo,42900
Sa7054860365494,SM-S9080,SaSM-S9080512Bo,42900
Sa4507733549883,SM-S9080,SaSM-S9080512Bo,42900
